,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens,keyatm_label,Accuracy
30363,B0001HKC5A,Swim Tube Trainer,A1G03CLSXLID0K,0/1,1.0,1308873600,"I was so excited to so these tubes as an option for my 2.5 yo and 17 mo old. BUT first use and they both went under. Thankfully I was right there to grab them, but it still scared my son and now he won't use a ring because ""they make him go upside down in the water."" WARNING -- do NOT buy. These are dangerous!",toys games,sports outdoor play,pools water fun,66,health personal care,False
3572,B00008URUT,Puerto Rico,A2DXBRSC0LTSGA,4/4,5.0,1105488000,"I never write reviews but once I played this game, I felt I had to. This game is not only fun but also addictive. It might take a few rounds to get the hang of the game but once you do, you will find yourselves totally immersed in it. I highly recommend this game also for its great educational value. I have not had to think so carefully my strategy since chess. Why does Amazon not sell this game anymore? I do not understand. It does not matter where, just get this game and play it. It will be love at first sight.",toys games,games,board games,103,toys games,True
7674,B0006M6VV4,Darda Create - A - Course Building System,A1OAIHDH5LY9ER,25/25,5.0,1167350400,"I've been buying Hot Wheels race tracks and cars for a long time and noticed they have been lowering the quality a lot. But then I found Darda race tracks. This race track is simply the best race track I've seen and used in the past 30 years!Has a lot of parts so the kids can build a lot of different tracks. Really easy to build. And the cars have a wind up motor so good that the tracks can have a lot of loops and the cars can manage them all. The cars almost never leave the track, which happens a lot with Hot Wheels.Absolutely recommended! Kids love it!",toys games,vehicles remote control,vehicle playsets,110,health personal care,False
13849,B0000DGF9V,Brussel's Golden Gate Ficus Bonsai,A1R6HQ9IDXZ5PG,0/0,5.0,1210982400,My Bonsai tree arrived in great condition and delivery fast super fast. Now i need to make sure that my tree gets enough direct sunlight!,grocery gourmet food,fresh flowers live indoor plants,live indoor plants,25,grocery gourmet food,True
39439,B000I1S18Y,"Wahl 79524-1001 Deluxe Chrome Pro with Multi-Cut Clipper & Trimmer, 27 Pieces",A30ZKFA10C59CO,0/0,4.0,1342224000,"This is my second Wahl clipper, first was a different model. I use it to clip my head and beard once per week, without any guard. And I've cut other people's hair with it, with guards.PROS:- great price for everything you get- solid construction even though the body is plastic- many accessories- secondary small clipper/trimmer, great for travelCONS:- without a guard, the edge of the clipper (not the blade) is too sharp/pointy. If you're not at the right angle, it catches skin. (reason for 4 and not 5 stars... but this won't matter to you if you use guards all the time)- it gets very hot after 10-15min of use. If you're going to use it with and without adapters, do the trim work without adapters first, before it gets too hot.",health personal care,personal care,shaving hair removal,132,health personal care,True
37877,B000052XHJ,First Response Easy Read Ovulation Test 7 Tests,A2PWNNP6W1CZD6,0/0,5.0,1336262400,This product was fantastic . Took a test daily & I watched as my line became darker . I bought these more for comparison with the Wondolfo brand ( which also work great ) . But with the help of both brands I'm pregnant within my first month of trying .,health personal care,health care,family planning contraceptives,51,health personal care,True
30442,B0002643LO,Pampers Baby Dry Diapers (Packaging May Vary),A2PU75PLPG3TCZ,0/0,5.0,1309219200,"I haven't really strayed from Pampers since my son was born - each time we borrowed a diaper from a friend or went on vacation and had to use another brand, they didn't work as well (tabs not restickable, not as absorbent, etc) and we went back to Pampers. I discovered Baby Dry because we were in Mexico and that was the type of Pampers they had in the Costco there - baby dry is great - they are thin and super absorbent. Amazon is the best place to buy them - especially if you use subscribe and save.",baby products,diapering,disposable diapers,99,baby products,True
33164,B00067TAWG,The Original 46-inch Bozo the Clown Bop Bag,A3RA0G2N529M85,1/1,1.0,1320278400,"Our Bozo never held air enough to be punched for long. He arrived with a leak somewhere around the ear. We'd return him, but getting him back in the box and paying for shipping would offset the returned money. I thought that some of these ""didn't last a day"" reviews were because the kids were rough, but I suspect they didn't realized they had a leak from the start. He looked good and my kids were desperate to have him work, so it was very disappointing.",toys games,novelty gag toys,unknown,86,health personal care,False
28070,B000E1HVCA,"Jell-O Sugar-Free Instant Pudding & Pie Filling, White Chocolate, 1-Ounce Boxes (Pack of 24)",A1HLWQ55JSKK7R,0/0,5.0,1298678400,"I really like this flavor of the wonderful Jell-O sugar free instant puddings, the dieters delight. It really doesn't taste muchlike chocolate, but has its own distinct flavor. If you are looking for a chocolate fix, this won't do it. But it's a nice treatserved with fresh or frozen berries. We sometimes add extra milk and make a sort of milk shake with it. It's a flavor our localstores often don't stock, so we order it by the 24-pack so it's always on hand.",grocery gourmet food,pantry staples,cooking baking supplies,84,grocery gourmet food,True
16787,B00005333B,"L'Oreal Dermo-Expertise Hydrafresh Cleanser Foaming Cream for Normal to Dry Skin, 6.5 fl. oz (192 ml)",A1273EI16LRMTP,0/0,5.0,1231632000,My sister-in-law requested this for Christmas and was shocked and overjoyed when I was able to get this for her. I guess it's discontinued and apparently extremely hard to find so I would get as many as you can if you're a fan of the product. Came well packaged and promptly. I bought this through OneTree and had contacted them; they were extremely courteous and helpful. A great shopping experience all around.,beauty,skin care,face,72,toys games,False
6189,B0002645XA,Pampers Cruisers Diapers,A38BI4O23PS0LC,2/3,4.0,1142553600,"I've been purchasing our pampers swaddlers/cruisers from amazon.com since our daughter was born and although the price has been slowly creeping up, the one thing that I've noticed is that the inventory seems to be old.Pampers has recently added a MESH LINING to their cruisers line (I found this out by accident when we had to do an emergency run to our local, overpriced drugstore) and boy is it unbelievable. Our daughter could sit in her carseat and sleep at night longer. It basically keeps her bottom away from the wetness. It just looks high-tech!For some reason though, the last three orders I've received from amazon.com have not had the mesh lining. I'm hoping at some point they'll finally use up their old inventory and start bulk packaging the new line but until then, be forewarned. We're getting a discount on pricing, but it's not the latest inventory.",baby products,diapering,disposable diapers,148,baby products,True
37757,B000IV0REA,Sanyo Eneloop AA NiMH Pre-Charged Rechargable Batteries with Charger - 4 Pack,A1MIFGGD54O15V,3/3,5.0,1335744000,These are the definitely the best rechargeable batteries I have ever owned. I was really impressed with the number of favorable reviews. Bought them almost a year ago and have had no problems or regrets so far,health personal care,household supplies,household batteries,37,health personal care,True
32737,B000I07O10,Golden Bowl Fortune Cookies,AX7R3FFYPO7PJ,1/1,5.0,1318636800,"Loved these! I ordered them for part of my wedding favors, and I was so happy when I got them. They are a little smaller then most fortune cookies but in a way it worked out better cause they fit nicely in the smaller chinese take out containers I used! I of course had to taste test them and I LOVE them! Hopefully I wont eat them all before my wedding!!!",grocery gourmet food,breads bakery,cookies,71,pet supplies,False
